urlkey,timestamp,original,mimetype,statuscode,digest,pdf_version,creator_tool,producer,date_created,pages,page_width,page_height,surface_area,file_size,sha256,sha512
edwards.house.gov/index.php?view=article&catid=8:issues&id=1130:economic-development-map&format=pdf&option=com_content&itemid=34,20100707151530,http://edwards.house.gov/index.php?view=article&catid=8%3Aissues&id=1130%3Aeconomic-development-map&format=pdf&option=com_content&Itemid=34,application/pdf,200,YMIVA7BMYFO2CPSIOO7XA2XMMGNCOOEP,1.5,Joomla! 1.5 - Open Source Content Management,TCPDF 2.5.000_PHP4 (http://www.tcpdf.org),2010-07-07T11:15:30Z,1,595,842,97,372321,da88b7af7813471047ce766e33f36b322b7ff53e8e2491e524a73eb69ed9825e,97075e6a86cac261618c3f0062aa4a8bd6beaa82dcbfb418533c3848fe4180801c158edd5e43d96860d5a2137c1c30eb7671dd57f0c7f8a741560a5accd8b8c2
emsc.nysed.gov/irts/reportcard/2007/supplement/580513030000.pdf,20100713022327,http://www.emsc.nysed.gov/irts/reportcard/2007/supplement/580513030000.pdf,application/pdf,200,B3LIWULH323OKSAJATTM7QK5O7KKYMCA,1.4,PScript5.dll Version 5.2.2,Acrobat Distiller 8.0.0 (Windows),2008-03-25T13:36:06Z,2,612,792,94,19498,7f93cee4e7a7dc6ad575ab98da267375db8c360ed5ca5f984ead24855ee7e2a7,fa6dec700d4c46aed434977487f777bb5e64be488fb17c8cafb4128185ac75356e2a3b37a4f78acbcf004d691fc1b0f3f95dfc0f7fdea5b7c316577b6be867ab
energyarchive.ca.gov/2005_energypolicy/documents/2005-10-11_der_comments/10-10-05_california_wind_energy_assoc.pdf,20100822120740,http://www.energyarchive.ca.gov/2005_energypolicy/documents/2005-10-11_DER_comments/10-10-05_California_Wind_Energy_Assoc.pdf,application/pdf,200,U55XYWRRRDDHAJPPHG6QWKZSAVKMQ5W5,1.4,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0 (Windows),2005-10-11T18:37:03Z,38,614,792,94,510111,43a8ffb2654972dfcf0d05520d22501e84e03c109b7a15bc5a6488fa43908765,3675bebdcaf8b513fbcf6fb7d8c67b77acc1deec9ad19aba69d011a7b6a19b1b6b363f1b945e8f3be37c76668043dae6850d1fad9842c819d96c924d9f95632f
eprpw.dot.utah.gov/adv_fldr/bid_items/f-i70-4(54)192_items.pdf,20101107034444,http://eprpw.dot.utah.gov/Adv_Fldr/Bid_Items/F-I70-4(54)192_items.pdf,application/pdf,200,YIP65EJXPWIYWFTBYZWYMPFEVV43FAV3,1.5,PScript5.dll Version 5.2.2,Acrobat Distiller 9.0.0 (Windows),2010-09-28T12:22:53Z,1,612,792,94,7526,87d63e4836c8a16642615b16d5f25b1513ea5f206117173fef4a7786c100f28b,e2d436618b0ebf9b074cf54b676f1738e40ffc030c140b9d3e1b03d0e01bc57d69105612eaa261d8adc3bbd042fbeeb142fb1f6570924ba78d85fda7ef8041eb
eservices.nysed.gov/sepubrep/mainservlet?f=pdf0708&school=010100010000,20110616144949,http://eservices.nysed.gov/sepubrep/mainservlet?f=pdf0708&school=010100010000,application/pdf,200,PF723CIBZRC6AIJQB6TLTUEH337JMWP6,1.4,PD4ML. HTML to PDF Converter for Java,PD4ML. HTML to PDF Converter for Java,-,7,595,842,97,149641,eebe9cbd5fbc35f302f8b03432a5f5c46be1099a84d377739651bd6a602e6593,ff68b9fe152283b3510059937f3b16dc21080a8ef1b8f898000a08c85833e5b47da14bfbbbc8d192d6abad40ea476acf61738c9e694314a6bd4c88dc6b5017b7
faa.gov/corecomp/mythsfacts.pdf,20010913032433,www.faa.gov,application/pdf,200,32PQ6TLRU26TDGA4NLYBMYEHYGX3X7US,1.2,Microsoft Word - MYTHS.DOC,Acrobat PDFWriter 3.03 for Windows NT,-,1,612,792,94,20649,b19134a0558dfd37e0f3582129b442ed513393d9f5e19fc3639ecd58737cb33a,7598a4d403733c2386e866c493bebd524cf82c2a26dca0305f827f8486f0984b1126b00b19b438c9965339b0ccb8fb5747769be4502279dd5c605de8ce98be5b
faq.bea.gov/scb/pdf/2009/12+december/1209_directorsmsg.pdf,20151115142604,http://faq.bea.gov/scb/pdf/2009/12%20December/1209_directorsmsg.pdf,application/pdf,200,ZKNFU42LM7BXETBTWEC42DOXCGU2MDLS,1.4,Adobe Illustrator CS3,Adobe PDF library 8.00,2009-12-14T19:39:19Z,1,612,792,94,153842,9dc8879c6fbc7e02179343693e96b0873ef49af68d7e48e6c4b9447c052fbc32,35f5851a749e1549b7cb7b6d2395b233d3eb867a59adc4b2b6f8fc3c1584fce73e68dedb6a02efe170391850365eeb34e08cf549bd3597f21734a4d34e8559de
fec.gov/pdf/nprm/soft_money_nprm/us_cong_mccain_feingold_shays_meehan.pdf,20061012214155,http://www.fec.gov/pdf/nprm/soft_money_nprm/us_cong_mccain_feingold_shays_meehan.pdf,application/pdf,200,FWVM2CX6UZ6CPTNRTPSAUCGZ72UZJAAP,1.4,Acrobat 5.0 Scan Plug-in for Windows,Acrobat 5.0 Scan Plug-in for Windows,2002-05-31T16:16:04Z,40,612,1008,119,976496,fca841d5af03c66c3bcd82ca5e612bd28292b1b2876fb2742c18afb6b4e382fd,65f4279d791e7fa784671a555c172cfa2f34861c4633f15a28298f2acef6075d53309822b27b61ff6d4c28dc11de1cdcbe0ad5e09d6dcc8418449b3b9e15072b
feinstein.senate.gov/05releases/r-bolton-nom.pdf,20060207022113,http://feinstein.senate.gov/05releases/r-bolton-nom.pdf,application/pdf,200,XXMOCEITLS2REBQNE745YN3E6JAODHZO,1.4,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0.1 (Windows),2005-04-12T15:50:47Z,1,612,792,94,29675,2067aba71eaf094081172b90c05df658bd66e5935f963269cc14241d8cd1fef1,23208afd5a75c22da68b7e2138d848188cbec3e42316b009dcfc6e1cea5c94327fcc0a0f8dfc9ff8771a0acfeeee623f33efd113be10f067fc6f239598d29c5b
frwebgate.access.gpo.gov/cgi-bin/get-cfr.cgi?title=46&part=71&section=10-10&year=1998&type=pdf,20081118200453,http://frwebgate.access.gpo.gov/cgi-bin/get-cfr.cgi?TITLE=46&PART=71&SECTION=10-10&YEAR=1998&TYPE=PDF,application/pdf,200,XYUJKKMUXDLLC6JTCXEWHK5ZMNSTPHF6,1.2,-,Acrobat Net Distiller 1.0 for Windows,2008-11-18T15:57:11Z,1,612,792,94,10496,1f376de5f2b4629aae56ca0dfb2cc67c6c934b2bf301ba2f8dd60e1caefbb99f,3cad748a3167c7ade34bee8dbef2e847e5c1726e0e157bf5aba1c2e5559d93f23a10fb2725f078a02bbae1bf1e8b02a3298b6fc08458ee120efe7fb70c2e4dc1
frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=2001_register&docid=01-7216-filed.pdf,20090115071439,http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=2001_register&docid=01-7216-filed.pdf,application/pdf,200,VGYROI7GPRFUEH3N7Q6KKH6AVQRI2NYK,1.3,-,Acrobat Distiller 4.0 for Windows,2009-01-15T03:06:21Z,1,612,792,94,32080,dbef18435e542c06612a66a7ca1a533b33c675684d21509335ac4a8f23a43967,e0dfd277985b8e2e6f3e201982d66ee474ae893971752e04ea2d7c6af1fffb9032a36ebab8128436ccba726da0aa80a9ea046b554a3d23efe868cb851551d93b
gpo.gov/fdsys/pkg/econi-2003-02/pdf/econi-2003-02-pg16.pdf,20091203231454,http://www.gpo.gov/fdsys/pkg/ECONI-2003-02/pdf/ECONI-2003-02-Pg16.pdf,application/pdf,200,YCFQUUS35NVOW5GBRHUQLBG5Z6WV7CL4,1.3,-,Acrobat Distiller 5.0.5 (Windows),2003-03-12T22:58:41Z,1,612,792,94,26080,579264316d0525fa980d8e6f136b2473cd2b7996ef5ec56cb4eac08245e8e018,8cabe17ba273358df8428b9d1458872f37d1c6ebe17ca7fc473a54ddc2181235302040c979ab5880123f9af82b6dbb321fc4a475ade4d1ac34236b9b1199d09f
hawaii.gov/health/disability-services/neurotrauma/pdf/disability-benefits.pdf,20060731185837,http://www.hawaii.gov/health/disability-services/neurotrauma/Pdf/disability-benefits.pdf,application/pdf,200,FHODZ536VRZSXNKLBKFISFM4BYJY5MA6,1.3,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),2005-07-20T21:04:03Z,2,612,792,94,71579,03105837ff873fa59e3371383895aafc88883acfff7a6ee0888184a3cba4a1c9,59e9f8e1b10e6cd46d035a1acb6077f63e578860ca8ef37c5bcf97afe9113cb95aee8933c67a2f60871a9b57f473b9e9e2e6cfd4b0d83ee721fd8a9899a71cae
hoosierdata.in.gov/highlights/profile_print.asp?format=pdf&geo_val=s18;c041&page_id=1,20101117075305,http://www.hoosierdata.in.gov/highlights/profile_print.asp?format=pdf&geo_val=S18;C041&page_id=1,application/pdf,200,UEMMUYNAALNXKRS5ILRPOG726T7H5LFC,1.3,Server http://www.activepdf.com,activePDF Server,2010-11-17T07:53:09Z,1,612,792,94,252965,70ff5a0e08f0ce776888478b1db548c47dc795c49281565a799ae73346a9c30e,bd5dc0bfe8087196f0480a68a13e96ccdad57df844c00c0c35eeebdf83aa8f96d0f49d3b37a918f5ba35701a83d48e9c1b3de82a6940f4b8f1f17610dd396c32
justice.gov/usao/iln/hot/familysecrets/2007_08_01/june_13_1986_intercept_t_2.pdf,20090218130535,http://www.justice.gov/usao/iln/hot/familySecrets/2007_08_01/june_13_1986_intercept_t_2.pdf,application/pdf,200,LG7ANCL4BE4CFH6R7XGVRWAQANBXXXBD,1.6,Adobe Acrobat 7.08,Adobe Acrobat 7.08 Image Conversion Plug-in,2007-08-02T17:57:20Z,1,609,793,93,207827,9f76680ec70e43d23e8f67d1f06c9916cb72a5230cf933956f4017186f003e56,bf01494400a079b8de0d0b31455d9f7b1599e79d5028c479a4682d4cf0643e6618729472b8f050f991afbddbb2ecfc6c9b3de5744d4a436031840a4494e94930
justice.gov/ust/eo/public_affairs/statistics/docs/state/03/pdf/3ct.pdf,20060224144518,http://www.justice.gov/ust/eo/public_affairs/statistics/docs/state/03/pdf/3ct.pdf,application/pdf,200,2GFKZ3FSJWFKVKALUPEYHSLSHEJ3OGA6,1.4,Quattro Pro - [3-CHAPTER 11 BY STATE.qpw:CT],Acrobat PDFWriter 5.0 for Windows NT,2005-03-24T16:41:42Z,1,792,612,94,5666,5570e7a051a73c0c3be659f23dd18bb6782526a830bbf43c0aa0dd8018386c01,6d1bb1aa5c7e2fa04d3576d0668da260f93563bfc69ebf3425f4b7a9b0752a52b4aee900957dd862947549e383bceeb2c599393736ddad8409c4111a247c16f6
kbml.ky.gov/nr/rdonlyres/920c2699-91d9-45c0-8b5b-e6bf65b75e48/0/jan2008.pdf,20100826120410,http://kbml.ky.gov/NR/rdonlyres/920C2699-91D9-45C0-8B5B-E6BF65B75E48/0/Jan2008.pdf,application/pdf,200,U7OKI6X3E3WT4VGYZ3UEQHTPYGLID22Z,1.4,Acrobat PDFMaker 7.0 for Word,Acrobat Distiller 7.0 (Windows),2008-02-05T13:37:30Z,2,612,792,94,19806,ca2eecd4df20280a329fb95f1d723c468f19deeddbb7152b565fc63292408cd7,0cee1dfb537ec0ce27ecac98b257acb5e9ce978eefe2c4ce20714c5299d754b2b21fb1f820002c07c1a420ba36dd72db666ee0655d9d46bccda67461b506e621
legis.nd.gov/cencode/t23c16.pdf,20090619022813,http://www.legis.nd.gov/cencode/t23c16.pdf,application/pdf,200,EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ,1.4,lp3820 v2.3,Acrobat Distiller 6.0 (Windows),2009-06-01T19:52:09Z,4,612,792,94,23781,4871442bd8180e5f3ffcdb6a1429b622b34de2b83a0c1b50c46c3cea2fc0343f,0fa8f20593bbb5c1c7f30b785b75106d62b1d70f87455075a9f4b618f515b2ee996bdcda1555a9e8b3111646c9b7f7315fa9afb10c5cb1f9755f304f720a4013
level2.cap.gov/documents/testing_officer_quick_ref__jan_05.pdf,20050602024713,http://level2.cap.gov/documents/Testing_Officer_Quick_Ref__Jan_05.pdf,application/pdf,200,UVYRVFB5BCPH4AQFJKWX2KAUBHBYJO7B,1.4,PScript5.dll Version 5.2.2,Acrobat Distiller 6.0 (Windows),2005-01-13T16:44:46Z,1,612,792,94,77265,74db80d6a2a05b0585094b20e9279f83830477ccc83724f7ee9dae9a3ce90fb8,b3172c57a7bc4f423c92903c167cd52bd5502d8b241beebd0cdd6919156c7dbad877ccd65c390e93df3d1947c7ed0f3e77f79d48101befa4913ad3fd1130f0af
lipinski.house.gov/index2.php?option=com_content&do_pdf=1&id=138,20070829214853,http://www.lipinski.house.gov/index2.php?option=com_content&do_pdf=1&id=138,application/pdf,200,XLXYJ2Y3MNRFYEKWJ4VFACQHPYGFASLZ,1.3,"R and OS php pdf writer, http://www.ros.co.nz",-,-,1,595,842,97,2263,81d77ef820cb561779b85cabb17be1d55fa4244b68cb0135ce775f9e11281142,c0078bcf6c4c3317b716c3619e0a0c4b02e763f1bd3a9b24cf0ce05e5a4088e5ad62b387fda8435b3b1054d38922d9f801c614ce2d466d0d9927020d52d85b0c
