urlkey,timestamp,original,mimetype,statuscode,digest,company,last_modified,last_printed,file_size,sha256,sha512
fedbbs.access.gpo.gov/library/shipl99/990715m.dbf,20090112040245,http://fedbbs.access.gpo.gov/library/shipl99/990715m.dbf,application/vnd.ms-excel,200,D32WMEPS3GQEXGODKWNDH67MV6GTXP3D,-,-,-,3554,d1c1ced506f5eb0dae1c8394cfc3efba270aea705fec3327600bedc90331b5c5,fdbaaf4caba3d8b9ed59f73d426a21e6ca59d6b6edc600b85669cc388932dc7a62d1ca06f5f8e4ccb2a3fe15bd702953c1d93e51cde4814f2db0c98717cdc0ed
fiscal.treasury.gov/fsreports/rpt/combstmt/4th-quarter09.xls,20161215204858,https://www.fiscal.treasury.gov/fsreports/rpt/combStmt/4th-quarter09.xls,application/vnd.ms-excel,200,DF3AENAIDBGQ6FH7JC7LNVNZUSB5UAFC,-,2009-10-16T14:38:56Z,2009-10-16T14:38:56Z,342528,b015900e6bc58f2df11317a963d1ec80432133906187a2cbb12734babab6d914,33e10c0cbe778ee28f93536547b2108bea868048738a7c38e54671a5e3145696f3f14ffaee866340d5435311b3452bd1857b3efcc5bc8a44bb9062163b68861f
fsacollections.ed.gov/contractors/pca2004/cotr/adminresreports/ar.report.12-31-07.xls,20090403202351,http://www.fsacollections.ed.gov/contractors/pca2004/cotr/adminresreports/AR.Report.12-31-07.xls,application/vnd.ms-excel,200,BYZVB625G73AJIEMJJZ6AMZPH4I5QQ4F,U.S. Department of Education,2008-01-07T15:23:55Z,2008-01-07T15:26:22Z,33792,200c7f18d651a7b7bee31c19bc8e0487cf66aaa8c27828e683e8038248aef4ed,3f6bbd0215695db906a02ccb0f9c9c687dbbb3fe96d355dfc5caa1536dd2cde09b3631b8652533b1fc6b82d22ccae64c57f66473f0147e933ce9c18336183d34
gpoaccess.gov/eop/2006/b111.xls,20110711062426,http://www.gpoaccess.gov/eop/2006/B111.xls,application/vnd.ms-excel,200,F4GX5SFQJ3E2POPIUQTSMTK2SMT37M6S,-,2006-02-09T22:51:28Z,2006-02-10T20:05:08Z,24064,50efe77ab99be6237c2b80db75ad70b05c794eed0b33f8dabb132722ab6a1508,eda4ce4bf4e791632596848c76c26356a4677caffcb4701bac2d5341e85c1f36fb20909c929f991196e404743af98efcc730dfa10ed03fe9b4748948c063e023
gpoaccess.gov/usbudget/fy08/sheets/8_34.xls,20120312035247,http://www.gpoaccess.gov/usbudget/fy08/sheets/8_34.xls,application/vnd.ms-excel,200,JZZU6ARFUWCRTLLDSQYYOJHU4FG62MQF,-,2007-01-26T17:22:34Z,2007-01-26T18:04:17Z,20992,7dd8e67e9ca4c6880b1d5259a2f6f1980c21a4b81e023184266c56d066dd96fc,e75a4e5e0a5a4011ffbebb11cc4d93d7053abe8a76ef31c48d9b8af5d569493cb402bb8cc141969bb46d8ea9e9beff057837df91daeeaca570ba81852eb83979
hoosierdata.in.gov/docs/ces/sa0608.xls,20090430052603,http://hoosierdata.in.gov/docs/ces/sa0608.xls,application/vnd.ms-excel,200,IK5PTPTAJKKOCG7PCHV6BQCHQFJADWFM,-,2006-03-13T22:06:37Z,2008-07-17T12:19:07Z,27648,f3ee4af6018ea992cdb394fbf0a1e2afaa526fc0f5e6ec23051ec8d59bef1211,3b6717e1c4aa6b935e0c32300bdf8f87c5f196c8cd83d7aaa4e95aa6b4e55006d416f33f2c1963394be08b4942d85858b4710a82151c7b45cc33f77415e740a3
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=204&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=go&sort=institution&sortorder=desc&tab=brw&col=begindate,20150813133913,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=204&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=Go&sort=Institution&sortorder=DESC&tab=BRW&COL=BeginDate,application/msexcel,200,72G5RD2BKLPXHWKXWAYAHRHNRWHQCT3G,-,-,-,101619,23d43056f2a346674633e51e65745eaa3fba7b34c7a8f565bdba0afc78d12184,387ca286f464b6128aa12b9a8b41f3695cce61a7bce39c533c97ea9e6f2bd00456f16d9585a77e427f3ffa8156686f6f7dad5db4667a04f91bbf0c51c2e5ea23
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=7&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=go&sort=institution&sortorder=desc&tab=brw&col=begindate,20091212025253,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=7&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=Go&sort=Institution&sortorder=DESC&tab=BRW&COL=BeginDate,application/msexcel,200,ULEHKZNXOZSWHK3QUVEYTHDWHAVFPRBX,-,-,-,39876,5ee550505d1d2bc95ca131c0dcedfd3e68f8cc547de898ed28c95d6931a5fc7f,205e1554fa470fb1a2548d4d94d1cca41242a826edcb1db84b0e44e8be56099dc02a97e6a5996c0a07a55332ba3827d54fcdd6cd7556ec322bd685b62feeb2b6
lmi.idaho.gov/linkclick.aspx?fileticket=/diloxya7na=&tabid=2162,20100108234303,http://www.lmi.idaho.gov/LinkClick.aspx?fileticket=%2fdiLoxyA7NA%3d&tabid=2162,application/x-msexcel,200,4Q3QMCKADBI2PTHFKG7SCCREVRBPXEWE,Idaho Dept of Labor,2008-08-06T20:25:34Z,2008-12-03T17:12:05Z,231936,0028dd830db94b1475047ba228ad980939dd41368d311deabd03a8622b40aed2,5231a0397f7267903be16c2f1275912cfb33e5c059bc7006cc68431fe810dd273c0632c556aa168f9994d6d5ff1529fea7734f533e803913e1cb51685aea273d
lmi.idaho.gov/linkclick.aspx?fileticket=cugpya1qvk4=&tabid=2443,20101208225347,http://www.lmi.idaho.gov/LinkClick.aspx?fileticket=cuGpYa1qvK4%3d&tabid=2443,application/x-msexcel,200,EJ5GXATTIQYNH5M4RWNL2RBTJ6RFCHK2,DOL Employee,2010-10-05T20:11:37Z,2010-10-27T17:51:35Z,111616,b4c4c28610f933357e3b2433dac9ec873fb4811edb6bfdf5312fd628f848283b,0cafcc858cf54740365822dc9b06edd2f517932a558fa1781a1ff42719ea5658f85617954324a0da7689c4af8f62f097c56d1f00ca6b549574b6046a72f421da
